Country_Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Finland,FIN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.530974,1936.810056,2097.081365,2214.917783,2418.792244,2552.570071,2745.060441,2944.995587,3227.209698,3353.191646,3437.298045,3640.06043,3774.767004,3921.287797,3932.672457,4097.13097,4112.054234,,
Fiji,FJI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.2162088,173.0512838,185.8535178,190.570409,225.4483807,233.2913072,250.0851246,257.3620147,244.6991875,267.2591296,266.6031949,254.9647384,271.5458014,281.2708085,317.0649298,320.0539774,313.1713121,,
France,FRA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515.777374,2687.983472,2876.459712,2854.729268,2971.714198,3135.555896,3380.538735,3526.144188,3696.23512,3926.011881,4046.62684,4216.567654,4286.779142,4545.623227,4676.111503,4666.180695,4782.288549,,
Faroe Islands,FRO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.7905571,217.9894759,207.5025161,261.7962,285.6046299,333.3482604,320.1633144,337.0199761,362.235642,391.4039884,418.9052322,440.671404,407.800796,396.0174177,377.5622363,424.7784221,431.5863848,,
Gabon,GAB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0759931,452.7175441,472.379999,509.8764593,483.7240202,433.4850304,450.4958873,484.3569684,410.4058993,554.8816655,372.4534801,406.5109506,398.423795,485.1695786,445.0110614,480.2949881,555.6279022,,
United Kingdom,GBR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570.206986,1741.602036,1901.563518,2063.354937,2244.638346,2339.624872,2537.408077,2633.360687,2795.590631,2960.599577,3052.572565,3094.727402,3154.484762,3854.727518,3974.453374,4087.728534,4177.815131,,
Georgia,GEO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0505803,193.3247045,228.3130053,267.9612656,296.5632745,338.49355,364.1318934,414.3454042,496.1997294,552.466408,584.2642782,570.297219,625.807913,669.2959652,725.8054674,717.1269015,797.1759528,,
Ghana,GHA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6114729,136.2478614,123.6942858,129.836776,141.0211808,196.1612109,128.7193787,135.8011147,151.2999895,173.0774458,183.7673377,214.5524554,203.9429889,241.1035582,229.1612799,251.4542761,189.3748859,,
Gibraltar,GIB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.14195402,61.25277593,73.45433125,62.79407923,59.61285613,60.6023131,41.03075119,44.6871024,42.54428729,43.88694117,47.35104067,61.60188426,60.09905764,61.30920463,87.36866226,108.7792313,107.7236555,,
"Gambia, The",GMB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.46332497,47.92038093,46.10939422,54.73169243,60.16075603,66.99993747,75.32348043,81.22741042,87.77441439,89.15423566,92.46372498,95.23778469,97.51035394,101.3705443,86.53161148,79.50438266,74.31114618,,
Guinea-Bissau,GNB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.20610061,66.08953799,55.86503279,62.9521257,77.86275748,76.1118954,79.06193088,90.40132204,91.08656077,88.51148983,87.10318663,80.12087692,69.81681618,69.82342719,99.96532383,100.4242849,97.97199975,,
Equatorial Guinea,GNQ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0267263,338.1049753,406.2320641,487.1487239,527.7314771,389.7396464,431.1156438,494.012089,492.9361186,632.564749,506.1645598,463.4935597,524.2165006,584.5379242,582.8118217,767.6874496,838.744272,,
Greece,GRC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.551418,1679.973154,1864.497651,1958.99673,2021.193053,2304.753519,2560.837397,2656.497258,2899.78634,2877.8088,2694.119307,2374.4089,2237.585195,2188.329136,2126.93603,2180.174112,2261.15653,,
Grenada,GRD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.196914,410.1196799,461.0607478,465.7695271,466.0812344,558.0638496,608.2689598,645.2358406,654.3592063,652.8622252,667.112804,674.0307041,641.4928677,645.3984471,659.350881,660.7986758,745.1027805,,
Greenland,GRL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.7633917,316.4212549,322.9152814,337.8118954,345.8265908,353.7164749,389.3955464,402.5530508,405.0360593,405.7766485,399.7822395,401.0871072,413.4788334,427.9471207,447.0697645,428.3512704,462.405855,,
Guam,GUM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0373242,172.8385348,187.4359558,201.4107202,208.6374324,224.2328758,181.0717767,201.8513269,216.9624762,245.9609006,264.514136,301.3445771,314.9742012,345.473718,374.1708756,333.9914065,332.6745536,,
High income,HIC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548.460325,2740.469315,2938.605336,3123.11996,3301.663313,3482.909547,3711.593974,3905.871655,4093.472224,4300.631826,4437.00145,4634.061811,4784.947415,4989.910341,5186.123935,5413.319174,5600.073457,,
"Hong Kong SAR, China",HKG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.4908789,164.3334672,178.4457085,200.6127525,215.506177,252.7415513,285.7261628,307.5155501,334.9537977,335.2403914,335.7194117,352.4286832,363.1016052,358.4860232,356.0683399,356.4359574,400.3364097,,
Heavily indebted poor countries (HIPC),HPC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.72175637,61.76110969,64.70027603,70.26640094,77.57535972,85.614984,91.67286676,99.30343885,100.2695153,104.7086093,106.3663606,108.8075813,108.6664299,117.5930171,119.1290593,126.5078296,127.5193337,,
Croatia,HRV,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811.058655,838.6095943,785.9367785,860.9194474,954.9171546,1056.773005,1215.974129,1443.096383,1604.324857,1633.043425,1600.187826,1612.719025,1644.4838,1485.164822,1553.501477,1620.400444,1705.207618,,
Haiti,HTI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.24477033,90.61531232,81.90196438,79.45809763,78.67586183,76.62179,79.37869897,88.95387699,91.81284291,96.32448864,119.874586,159.8424282,155.7449306,122.0431103,135.771225,94.46340136,95.4432869,,
Hungary,HUN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.5579974,901.5931611,1032.775809,1253.901071,1260.251389,1364.599359,1427.862157,1372.556287,1467.767781,1495.432287,1618.653949,1720.489068,1722.257965,1773.085215,1808.397504,1859.518082,1963.16263,,
IBRD only,IBD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.9736742,223.7710057,240.6027579,257.1061767,276.4950651,302.1308919,330.9730735,359.4952728,392.7578511,436.0263525,463.2929694,494.8594131,534.7191886,577.9820491,614.8770516,651.4056741,682.3197352,,
IDA & IBRD total,IBT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.4141474,191.5547262,204.1219936,219.9440684,236.6680539,258.0498391,281.9866462,305.6919275,331.4349569,365.6033751,382.2338691,405.9978068,436.4316932,471.6403661,501.0552369,529.3061446,552.4268885,,
IDA total,IDA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.25724393,69.76977204,70.83930426,85.09950809,94.02705287,102.2169387,111.0693744,120.4409072,123.0613474,129.3952909,116.4318255,118.3054199,122.5603207,131.574959,141.9007879,149.210474,152.0105311,,
IDA blend,IDB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2594032,95.34688302,91.56209516,122.5466612,136.8553845,147.8676757,162.6338491,176.5196224,179.2527991,186.955042,144.6595226,143.9387225,154.0568676,166.7463451,176.3104653,186.8908279,192.2536825,,
Indonesia,IDN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.05398189,107.3249296,105.7038341,124.7283434,125.3042981,160.4021901,177.9075916,206.2432566,201.0241202,210.5616056,244.6561669,261.1947276,273.496111,295.4586335,328.4716195,331.6426852,362.7219413,,
IDA only,IDX,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78975022,56.48060283,60.37632504,66.20665793,72.43095092,79.19946053,85.05943388,92.12857126,94.65526246,100.2527641,101.7015682,104.9002116,106.0642847,112.7368849,123.4717797,129.0337452,129.8634134,,
Isle of Man,IMN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.29379314,91.60866764,94.42574933,96.58795918,104.0415013,110.6632499,117.6524465,126.4183541,131.8524296,140.9026977,145.6305946,150.4965205,163.687114,196.8648792,205.8939434,221.7634084,241.4830553,,
Not classified,INX,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.824909,2102.664317,2369.668958,2560.300138,2823.625526,3128.888173,3373.345033,3697.23262,4059.450493,4377.576524,4562.289136,4845.087066,5006.696519,4966.169214,4960.704719,5132.812597,5299.653967,,
"Iran, Islamic Rep.",IRN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0428212,551.6756852,546.6798085,644.7658271,682.2950518,748.951001,787.5943743,827.271729,873.4448821,1080.575513,1176.765622,1195.991669,1114.831966,1006.874621,1205.038566,1329.564222,1563.751678,,
Iraq,IRQ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.6567755,355.0691304,281.0836074,260.1944674,338.7787649,356.2967083,448.615158,402.5382308,370.1734887,400.7412549,438.878764,431.9382859,493.7178706,,,
Iceland,ISL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2679.549322,2819.86276,3096.640004,3266.275259,3388.751306,3442.395338,3497.079779,3597.325519,3742.77359,3705.236866,3384.48803,3369.76854,3448.201515,3651.883788,3804.822561,3971.073892,4245.108988,,
Israel,ISR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773.803468,1893.438858,1898.585552,1779.019983,1866.235957,1856.573592,1859.304722,1973.340648,1975.142077,2008.238482,2086.81552,2195.664564,2326.754655,2500.528741,2542.893711,2750.48431,2843.044007,,
Italy,ITA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2049.102289,2172.365067,2263.524452,2291.604979,2419.89882,2516.80315,2739.295888,2784.823492,3040.12281,3102.577171,3142.168355,3211.95626,3253.368727,3264.292663,3250.845442,3288.745489,3427.306466,,
Jamaica,JAM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.941435,344.4489626,322.738786,318.3369199,380.3027577,332.3350085,353.7388268,419.1485321,428.1057952,391.1449424,391.6519865,398.1859858,407.9364408,435.4105429,443.8070074,487.7806742,535.6645833,,
Jordan,JOR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.580487,599.6607779,618.0127897,607.3453957,653.7317871,694.3756289,677.1495003,742.4613258,816.9362066,896.6659448,778.6222451,768.5785095,729.8368931,666.0239786,673.4435528,568.2245546,494.7536463,,
Japan,JPN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1908.826467,2014.360208,2096.977893,2195.211332,2316.655762,2452.82505,2572.660361,2711.702715,2842.508974,2994.538648,3192.886455,3778.225151,3988.276071,4177.475231,4214.538386,4397.891233,4592.428208,,
Kazakhstan,KAZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.3759378,314.5248073,363.5934769,413.8011233,493.0022324,541.5500652,532.6694052,469.3694982,551.0328949,637.7534066,534.426619,569.5846616,686.3246263,636.171625,674.5007148,764.4020897,858.76985,,
Kenya,KEN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9276322,94.17206782,97.80392769,103.1992624,111.6793873,117.9464505,124.1799065,135.3099603,135.7157318,136.9449777,148.3777284,148.5977725,148.7878706,153.2464888,153.7997113,147.6614074,143.5442376,,
Kyrgyz Republic,KGZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.25327954,74.77807888,81.04844676,111.72237,130.1894405,159.9269968,187.7144517,172.3343607,176.8217418,190.9546425,190.8970995,207.8772414,249.2939988,266.0665391,281.5547389,252.7782406,240.2266108,,
Cambodia,KHM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.33775863,83.00325021,91.08075684,94.92415722,108.0820812,120.1596899,120.624238,107.7400938,155.5079348,177.4783062,170.8497128,199.4970778,207.8130666,214.9312401,219.5792701,217.0747341,228.5708677,,
Kiribati,KIR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.5340649,194.3254824,194.4793886,177.9070405,205.4192081,202.7059189,204.9916944,207.3527287,250.6059989,237.4701812,158.894123,150.1081378,156.3270291,177.5330614,190.560061,164.2225428,249.8413143,,
St. Kitts and Nevis,KNA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769.2667992,744.2096858,775.0300349,811.5925358,805.6855746,938.1678195,1030.682836,1015.004388,1238.536307,1213.534673,1208.393982,1242.741362,1188.035753,1222.128263,1294.697686,1323.099947,1479.570854,,
"Korea, Rep.",KOR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.2871068,891.5230005,906.1767052,989.4402459,1056.030304,1170.708088,1339.813419,1497.731874,1629.588084,1729.952822,1895.747556,1975.735217,2076.392329,2156.588774,2307.222909,2502.25111,2711.738257,,
Kuwait,KWT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.900566,2002.335996,2040.342984,2182.776222,2082.555885,1978.933817,1990.152841,1946.891836,1740.258067,3070.093277,2031.457183,2027.975091,2034.511937,1982.18867,2385.942381,2927.440047,2899.260238,,
Latin America & Caribbean (excluding high income),LAC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.6345493,536.861477,582.1116511,599.7715511,641.3525033,702.8594322,760.8130949,832.3713208,862.8486694,915.081182,1017.834747,1071.956315,1109.573092,1165.188144,1222.784683,1261.973987,1244.144757,,
Lao PDR,LAO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.25645338,95.52102972,91.47389279,117.8730224,101.0699048,103.1371992,101.3632572,117.7439151,108.2715721,145.925458,126.7462211,89.53276028,101.3773582,127.0471662,131.6328105,150.3693478,154.6294593,,
Lebanon,LBN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.024492,1055.8159,929.1193165,857.8921204,858.7734115,832.7763798,983.2633927,1082.978818,1092.209712,1068.553063,1199.786242,1278.582549,1226.298597,1156.544615,1160.689147,1112.756008,1147.374774,,
Liberia,LBR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.08006665,30.25431703,26.04732988,21.56395604,58.41128603,64.87622202,61.36052751,84.52792235,76.71525353,97.02995921,93.73927114,103.7038898,103.8386762,106.7692155,117.6840487,132.6585879,133.1485972,,
Libya,LBY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696.5004532,808.9870972,852.3102804,846.4044735,693.5560504,603.7733609,605.2764001,610.6843875,561.9900468,969.9547985,958.1326669,627.2824557,,,,,,,
St. Lucia,LCA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.1588436,499.4339986,532.6134903,548.1629785,542.2973284,564.4150204,622.5482675,640.8105791,683.8677892,638.9208591,658.0383538,717.8923743,714.5014509,708.5092989,706.3298573,675.1191095,677.4015625,,
Latin America & Caribbean,LCN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.9948533,546.4231442,590.7635081,609.1589015,649.8808711,709.6265834,769.7343111,842.4278584,874.3930244,927.7837159,1028.900012,1085.478971,1126.513268,1185.951185,1245.736876,1287.645222,1277.168061,,
Least developed countries: UN classification,LDC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.05081976,50.25427975,53.25073758,58.94505717,65.24266407,69.75748121,77.51234837,84.5090072,87.3292103,92.31914992,92.5993782,94.68101285,95.72553219,103.8517601,114.5600431,119.5138132,121.1089944,,
Low income,LIC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39199025,51.87378611,56.47964587,61.65445412,67.00026059,71.09360586,78.08928597,82.43205438,82.990497,85.16557447,89.38016535,88.91993024,88.59518681,90.17025235,94.6118538,93.78100857,93.19950598,,
Liechtenstein,LIE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.7919782,218.0210336,227.2825241,212.735572,253.2344346,264.6180027,289.3182888,312.6950791,338.3428661,369.0762871,323.204386,341.7113783,345.9696737,406.6380359,407.5235667,463.7359234,491.4933648,,
Lower middle income,LMC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.48795894,105.6018155,106.7456491,117.9161407,126.7478781,139.566103,150.8305862,163.3731995,168.203305,178.4449507,178.9047484,186.042371,198.6063411,223.0909997,233.3908902,246.5926179,262.1140688,,
Low & middle income,LMY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.1864823,186.0575802,198.2873052,214.1421221,230.5260077,252.5093797,276.0966912,299.8412015,324.4836919,358.4010284,374.1379846,397.4746317,426.8232809,461.9181882,491.8986919,520.3063796,541.1196229,,
Lesotho,LSO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.8732335,95.46691781,87.81905057,87.23700704,88.47673238,84.38736429,99.77952494,141.1624044,156.5234566,188.7905636,184.8957693,223.546442,234.9687836,252.7923891,251.0451872,243.9311985,242.7299997,,
Late-demographic dividend,LTE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.9929152,246.394816,282.2539299,302.1745159,327.5921023,358.9736737,398.2653939,434.2772433,491.6009834,557.9693378,598.0435753,649.501338,717.4042863,781.2335658,839.6205562,897.275832,943.1791751,,
Lithuania,LTU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.7250359,565.4989846,641.8254833,742.120809,713.1574898,811.5751043,956.6473435,1093.086925,1298.431275,1325.740346,1351.242777,1472.81972,1542.22849,1629.12785,1738.948879,1853.699283,1978.269356,,
Luxembourg,LUX,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3286.174678,3606.586589,3978.726418,4216.246957,4739.694168,4942.736432,5270.474714,5276.552935,5724.765786,6090.198268,6083.701681,5694.88313,6091.070444,6339.808181,6612.947429,6420.317415,6374.203539,,
Latvia,LVA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.210357,518.9256478,578.2634083,602.3466173,756.6474765,807.5801574,899.9953664,1041.566807,1085.892285,1027.906775,1068.948685,1093.87057,1146.012893,1217.72399,1296.144268,1393.638929,1589.692045,,
"Macao SAR, China",MAC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.9198512,161.0070997,178.8014998,196.4347355,217.2306117,230.7266392,262.3143654,302.4925086,315.6893086,360.786297,375.6808262,389.1362924,403.5693946,415.0100768,430.1911866,426.9096324,465.6996018,,
Monaco,MCO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629.194894,1744.302418,1852.747142,2101.666264,2214.765468,2300.995931,2331.022796,2399.929588,2608.069643,2687.758958,2795.950424,2888.501113,3005.17324,3250.542085,3468.001841,3406.496395,3019.134645,,
Moldova,MDA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.1288367,124.7023017,162.404242,167.8202883,237.3060519,281.0857185,335.9351689,372.1856249,407.3895966,482.6694025,465.6907307,455.9382794,461.8686135,485.2376096,515.7983536,514.257167,480.3830005,,
