Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Czech Republic,CZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,123.338707,126.7305222,128.7953186,130.0286102,128.8022003,125.2720032,122.3806686,119.9951096,117.0229111,,97.41404724,99.12885284,100.5923309,100.2437973,97.97718048,96.45214844,93.85518646,91.81609344,91.8685379,93.19965363,96.33416748,100.708519,102.6716995,105.5338364,104.5857162,104.2376633,101.7880707,103.0903091,103.0338211,103.33581,103.41559,101.5521,99.02735,98.59606,99.2147,99.9962,103.18527,105.73485,105.97286,103.8044,100.7609,99.36768,98.74181,98.66823,99.51668,100.2089,100.671,
Germany,DEU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6776276,99.15634918,100.8363113,100.4278183,101.3761215,102.579689,104.0552063,105.474678,105.2650375,105.31711,104.36076,102.5475,102.09838,102.883,103.10638,104.21326,104.78634,104.02398,103.39642,102.9959,102.4666,101.6142,100.8382,100.5386,101.6674,102.6776,104.0224,
Djibouti,DJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,24.62140083,24.76102066,25.75126076,26.24950027,26.49394989,25.49880028,23.68378067,26.55669022,26.63083076,26.61412048,27.85062981,30.0968399,31.51635933,32.54917145,32.1028595,34.00088882,33.98797989,33.71319962,32.93624878,33.29795837,32.8331604,34.09204865,30.95237923,32.71612167,33.6600914,33.52957153,32.83760071,32.20048904,32.53599167,32.49772,36.46624,38.32571,40.16494,42.13891,43.61315,45.97519,48.95087,58.85699,58.6832,,66.50891,69.41965,69.42004,70.98679,70.13204,69.38296,69.59624,70.29769
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,129.1745148,130.6888428,127.5034485,119.8959122,118.7596588,110.3213425,110.5726929,109.6534271,106.2572327,103.3795013,101.3476486,106.4810791,,101.4434128,,95.48866272,99.72670746,99.92861938,,106.5401688,112.2224197,113.0175323,126.8087234,134.3321075,138.5907135,,,,123.5915909,114.04494,105.66701,100.06377,95.57749,92.09814,91.47369,90.79055,92.79579,94.82212,98.46872,102.7395,108.3189,114.0297,114.6969,116.0984,116.1912,114.7266,,
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,95.87277985,96.42208862,98.8911438,101.6711121,102.8337173,104.183548,100.7819138,99.33132172,97.37077332,97.35111237,95.47402954,96.29634857,98.00093842,98.96527863,98.77725983,98.68261719,98.86003113,98.97547913,97.79876709,97.68508148,98.25418091,97.43151093,98.56620026,100.3246689,100.4029922,100.644783,,101.5851135,101.3347931,101.42744,101.36166,103.32261,,100.73233,98.73159,99.30144,100.01467,99.61479,99.56537,99.58201,100.7807,101.3566,101.5456,101.2942,101.4564,101.8048,101.2681,
Dominican Republic,DOM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,94.30924225,101.6492386,98.19616699,96.62650299,98.31794739,101.4783936,102.4631195,102.3078079,110.0860367,112.5291595,114.9396667,118.1838684,111.2820892,113.2544479,120.6348038,120.7906265,,,,,100.2086868,100.6276779,102.4808121,101.4930573,99.21047974,102.8682404,101.9224701,109.4293289,112.5798111,115.84567,,118.13887,115.84297,107.87681,108.37692,103.63236,113.72905,109.53054,111.8577,110.5022,109.8605,107.9563,109.1146,107.5582,111.4054,110.2988,107.7998,
Algeria,DZA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,74.46568298,78.60241699,83.28132629,87.05310059,89.16046906,92.15441895,94.10460663,95.15129852,94.87487793,94.76815033,93.6837616,92.56478882,91.36302948,90.95262146,90.08358765,89.0463562,90.24539948,91.75679016,92.00285339,92.59343719,94.44809723,96.4796524,96.787323,97.42166901,97.44246674,98.5931015,99.74812317,100.9060822,102.752327,105.16491,104.0217,105.14247,105.92675,106.8939,107.5861,108.15657,109.53171,109.23097,112.35897,115.3376,116.5679,118.0796,119.5393,118.5028,115.8778,113.8302,111.7645,109.8828
East Asia & Pacific (excluding high income),EAP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,101.373909,101.1410904,102.5479507,107.6558838,110.3056107,112.3206024,112.9383469,110.0339813,106.8617706,106.6415176,107.6159363,109.2851791,109.6261673,109.8488235,110.6629486,114.0405807,116.8109665,119.7503433,120.75457,120.6860428,119.1076126,117.3942871,115.776001,113.8518982,111.8695374,109.6845932,107.4356308,105.6469269,105.9740372,106.4419403,108.1187668,109.9060516,108.4389496,106.9941711,105.6098175,104.001442,101.9177628,102.2855911,102.2730789,102.1479568,101.9012,102.2189,102.9236,102.5707,100.4531,100.7089,101.6221,102.3024,102.953
Early-demographic dividend,EAR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,78.52365875,78.43080139,79.88993073,82.25447083,82.27085876,83.46283722,84.28469849,85.7326889,84.64012909,85.22579193,86.68016815,88.37345886,89.70768738,90.9825592,91.96127319,91.81400299,92.33321381,91.53408051,92.57962799,94.13443756,93.44937134,93.6817627,93.59361267,94.14138031,94.8833313,94.55992126,95.09454346,94.89082336,95.01560211,95.48227692,96.38326263,96.68392181,97.39974213,100.549469,101.6868362,102.9499435,103.6751022,105.4478683,105.7914886,105.8104172,106.1024,106.214,106.9775,107.305,106.1712,106.5364,109,107.8682,108.0891
East Asia & Pacific,EAS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,101.1723709,101.3408813,102.6053619,107.1357117,109.3724976,111.2806015,111.9386597,109.3220215,106.421051,106.2437592,107.1865997,108.6257401,108.8422089,108.993988,109.69767,112.7532806,115.3144302,118.0249481,118.9402466,118.9108124,117.5287399,115.9536972,114.4822235,112.7346115,110.9826584,108.9813919,106.9167404,105.2343216,105.5452118,105.9708099,107.4824219,109.0765991,107.7231216,106.4209671,105.2239685,103.7666702,101.8695068,102.262619,102.2434921,102.13797,101.917,102.2228,102.8404,102.444,100.454,100.6304,101.4314,102.0474,102.9472
Europe & Central Asia (excluding high income),ECA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.7862625,105.7929306,104.4711914,103.6034775,103.0967636,102.9398727,103.354332,103.5931625,103.5577087,103.8697433,103.4317703,102.1533127,102.4778366,102.6174393,104.5319366,104.8866119,105.6201019,105.8464813,106.5478516,105.2634888,105.2675095,106.685791,106.1466827,105.1849136,104.2422333,103.6066971,102.7851105,102.1972275,102.2313995,102.57267,102.3664322,104.4200592,106.7542191,104.8159409,102.7682419,100.154129,99.15709686,99.29942322,99.49830627,99.11578369,99.70093,100.1492,99.71044,101.8046,100.7745,99.09681,99.23688,97.73418,97.53214
Europe & Central Asia,ECS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.3841171,105.410881,104.9486694,104.1261215,104.1494904,104.0680237,104.1874466,103.9401321,103.7964706,103.7496719,103.4060516,102.6594696,102.7241669,102.5501709,103.3144684,103.5295029,104.0488281,104.4122772,104.749382,104.0219574,103.670517,104.0552979,103.4560013,103.2604294,102.9469833,102.5795593,102.4074326,102.0335236,102.7532578,102.7412033,102.6075287,103.3366928,103.9492569,102.9044266,102.3083267,101.4561768,101.0849991,101.1763535,101.4879608,101.170517,101.3768,101.5145,101.4781,102.8901,101.7367,101.0229,100.9565,100.468,100.3542
Ecuador,ECU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,97.2935791,97.84882355,99.3213501,102.323288,102.5388489,104.3588867,104.9713593,106.4844208,111.7518387,113.028389,117.4507523,119.4421387,120.5920715,121.8936615,121.8748474,123.0348587,124.9509277,125.3583832,123.8361893,122.8990097,121.2059784,130.47789,126.3004608,109.591423,109.5811996,110.2051315,113.1548462,111.3634186,111.0374832,111.4111,112.10682,112.59968,111.72212,110.64753,109.87432,109.21076,110.01211,107.68655,112.23349,113.0803,114.1177,112.2776,111.3695,112.8785,107.6838,104.935,103.5349,
"Egypt, Arab Rep.",EGY,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,69.89311981,70.86341858,71.28775787,68.59007263,69.66445923,68.9553299,68.05886078,67.82286072,67.90910339,69.33757019,70.3290863,72.35079956,75.22891235,77.95796967,80.53627777,82.98742676,85.69510651,88.21465302,89.02877045,91.01532745,93.46298981,85.28523254,86.0958786,95.50858307,88.31234741,97.14009857,96.42913055,,94.42240906,93.82132,93.96899,94.78853,95.33437,95.71114,95.70667,97.26132,98.3865,,101.38257,102.2853,99.18449,104.7797,105.0944,103.8715,,105.3936,106.1335,106.2849
Euro area,EMU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,107.0166168,107.0258789,106.9135208,105.554451,105.8126831,105.7075424,105.6583633,105.2231827,105.1194,104.9492874,104.815918,104.5781174,104.2589874,103.6084824,103.2360916,103.5451126,103.9666138,104.600647,104.7495193,104.6342316,103.7082901,102.9896011,101.9551163,102.0839691,102.3724289,102.5742493,103.2725525,103.0587082,104.4376602,104.079628,104.056221,103.6373062,102.9014511,102.6419373,102.54319,103.5285416,103.9453125,104.2213593,104.1520309,103.7212524,103.3613,103.1682,102.7773,103.1201,102.3768,102.3951,102.1255,102.6671,102.6661
Eritrea,ERI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.73284912,32.15279007,29.60635948,46.68109131,55.2025795,59.99079132,63.07300949,66.25253296,65.67089081,,71.01039124,80.25584,81.24861,91.5184,101.58068,108.56859,112.46723,111.95072,103.10507,97.44982,91.38322,83.67567,86.23454,87.27343,92.24737,79.85055,76.161,,68.47452,
Spain,ESP,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,110.5733566,114.5788574,109.97155,112.1302185,112.9549789,111.9174423,111.067131,110.1859207,109.7986069,109.2270813,108.705513,109.3161621,109.4116287,108.9938736,108.6286163,107.3414383,106.9354477,104.5656891,104.4651794,104.473053,105.3005371,104.6915817,106.4852066,106.1585312,105.0815201,104.7766876,104.2828598,104.4210281,104.5466919,104.50306,104.02462,103.5991,103.42386,103.64733,103.05699,103.72332,104.15159,104.6608,104.58888,103.9756,104.5556,105.2402,108.1938,107.152,106.364,104.2142,102.7103,
Estonia,EST,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,102.8897095,102.3964386,102.1226578,102.2361679,103.2617111,104.7042999,111.9033585,114.4220734,113.2425766,93.52155304,92.24201965,91.72743225,89.63854218,90.45841217,91.73921204,95.49846649,97.21466064,99.56613159,101.3830338,102.96704,103.77445,102.38053,101.18794,99.68179,98.90731,97.70077,98.90848,101.61071,103.06117,103.0321,101.7139,100.9545,99.56826,98.00723,97.14641,97.1178,97.23017,
Ethiopia,ETH,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,15.02952003,15.85980034,16.27112007,17.72669029,19.22423935,21.25112915,22.85655022,22.00861931,26.21832085,33.91815186,39.05548096,41.84140015,42.4244194,40.46762848,37.55205154,36.98641968,40.05847168,40.87319183,39.1388092,35.25616837,31.55645943,25.28101921,21.70808029,25.53083038,29.22492027,35.12107086,40.53781128,50.21012115,49.64947891,54.71842,60.58218,63.79334,65.08452,67.91499,79.05261,83.2289,89.07444,94.75041,93.42682,91.65653,94.27972,94.26506,,99.25276,100.9715,,,
European Union,EUU,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,105.6616211,105.6832428,105.7322235,104.7500687,104.9959183,104.860672,104.7815704,104.3531036,104.09478,103.7748566,103.3819427,102.903511,102.8443985,102.4942703,102.4580688,102.5656204,102.8361206,103.1711884,103.0622025,102.6616364,101.8631134,101.2086334,100.6113129,101.0616913,101.4082565,101.4859467,101.9413376,101.9051285,102.8916626,102.4960632,102.4513321,102.2512512,101.7270203,101.5552292,102.2999878,102.8172836,102.8213272,102.819313,103.047142,102.784523,102.7011,102.5409,102.7609,103.4077,102.0661,101.9494,101.604,101.9404,101.9467
Fragile and conflict affected situations,FCS,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,66.1184082,66.05822754,66.45352936,67.8635025,68.63844299,69.58335114,71.60797119,72.95384979,73.29425812,75.10404968,77.12597656,78.94187927,77.7203064,78.06574249,78.76303101,78.0400238,78.55206299,76.90319061,76.78961945,75.60765076,73.04051971,76.92562866,76.36113739,76.7183075,77.13159943,77.49736023,76.31739044,75.69444275,74.76400757,73.31063843,74.73589325,76.65522766,81.08174896,84.07325745,86.3551712,87.39810944,89.57142639,90.91924286,94.02500916,94.28681946,95.5811,96.62897,98.63836,97.98595,98.57566,98.09439,98.44318,98.617,98.79645
Finland,FIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,81.71880341,81.14138031,82.19316101,85.79644775,89.82530975,102.1845016,100.6172714,99.17355347,98.15093231,97.15374756,96.08106995,97.35912323,99.93746185,101.8161774,102.6371994,102.3517227,102.1436462,100.7644882,99.1845932,98.47180176,98.68093109,99.14486694,99.31259155,99.27768707,98.96893311,99.04808807,99.20027161,99.89592743,100.3950272,101.2672,101.26402,100.39057,99.67439,98.78333,98.41798,98.00863,98.5561,98.97755,99.21357,99.48232,99.75524,100.341,100.3441,100.6207,100.5608,100.4188,100.1546,
Fiji,FJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,106.7394409,109.9926682,112.3385162,115.6284866,116.850029,117.5225601,115.3574066,112.702919,110.3644333,106.7598038,105.4320602,105.2677307,,102.5713272,101.7441711,102.0851135,103.6701584,104.8466721,,,,108.7105331,107.5270767,,107.9976501,106.9441376,104.8440018,105.1436234,105.0745621,103.7604065,101.58609,104.00556,105.88808,108.66279,112.67828,,113.37653,107.30326,106.25667,104.83107,,105.6898,106.6173,107.8187,,106.7165,106.4389,,
France,FRA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,116.2766418,113.298027,110.6238708,109.8235703,109.0655518,108.1693726,107.8340836,109.3251114,110.1786423,110.4189682,109.8852005,108.8513107,106.8536835,106.2429123,106.1252365,109.1834793,111.7546921,113.7447205,113.7990799,111.4468918,108.807663,106.4270935,104.3817673,104.7876282,105.2658768,106.1306915,105.1250534,105.2064514,100.8092575,100.42826,100.38221,100.2493,99.97545,99.81118,104.63649,104.27885,103.85978,103.62215,103.04114,102.7615,102.6911,102.5232,102.2764,101.2803,101.9896,102.2604,102.5108,
Faroe Islands,FRO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,213.8589478,215.2469635,221.8482056,215.0993347,211.3215942,202.3689728,204.372406,198.7177429,191.7566376,,,,,,,,,,,,,,,,,,,,,,,,,112.88702,111.096,,113.11255,,,,,,,101.4321,97.17474,,,
Gabon,GAB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,138.6821594,139.8059235,140.3277435,139.1459045,142.064621,144.7299042,140.8870392,146.1157227,141.8470154,143.9900665,145.927002,146.02005,145.7577972,146.5141449,147.0489655,146.0455475,146.9338837,144.6264343,148.1847534,,,135.7299347,,139.2638855,145.4338837,143.63974,142.9405975,,140.8647003,,135.33085,140.88196,137.52537,,,,,,,,139.9336,,,,,,,
United Kingdom,GBR,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,104.0258789,103.364212,102.6119766,102.6864929,102.8787384,103.3394394,103.7687378,103.9018784,104.1207962,104.3044434,103.9337006,103.0338516,101.8248367,102.4993591,102.7494125,105.0842133,106.7442169,107.7359314,107.4054565,106.8314972,105.4804916,104.1715927,,,,,,100.7973404,100.6685562,100.35872,100.22992,99.82263,99.99332,105.93517,106.38617,105.06858,103.2406,105.06189,104.25979,104.5549,104.4257,106.2461,107.112,102.2555,101.9253,101.3352,101.1546,
Georgia,GEO,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,96.88504791,,,,,92.41829681,,,,,97.29103851,95.29773712,87.4046936,89.07060242,91.59068298,98.40442657,103.6033783,109.925827,114.6665268,118.17465,115.69475,110.8205,106.90965,106.23391,100.78009,99.93819,103.22737,104.02477,103.6957,103.3403,104.2707,106.3055,106.3922,104.2728,102.7535,100.3439,100.3583,98.63084
Ghana,GHA,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,64.08970642,62.31710052,63.2084198,61.64213181,62.02474976,66.79985809,68.20276642,68.39028168,69.57602692,70.84188843,73.13387299,74.91819763,73.44567871,70.81008911,72.66558838,69.31256866,70.53964996,69.67346954,73.33070374,71.38047791,79.47891235,79.93363953,78.99539185,80.09706879,78.41187286,77.89364624,80.46463013,,78.34223938,82.87209,77.91199,81.0047,77.61262,80.76332,86.54676,90.66601,95.58154,101.023,100.29113,,102.9708,106.6879,106.1008,104.5874,108.3379,106.728,105.5099,103.5685
Gibraltar,GIB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,91.2574234,100.4468994,73.01998901,73.26757813,72.05536652,73.85587311,70.41030884,72.74156189,71.14634705,69.81912231,71.02272797,73.52636719,74.19355011,77.04831696,75.36618042,,,,,,,,,,,,116.5741119,,103.9059372,88.78049,84.4705,,,,,,,109.74026,111.81724,,,,,,,101.1212,103.544,
Guinea,GIN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,31.0288105,26.16724014,29.86470985,30.2333107,30.78195,29.78967094,33.24110031,34.33086014,35.54314041,36.21017075,34.73577118,32.96281815,31.80579948,30.67464066,34.78599167,32.45240021,30.74069023,31.76487923,32.13444901,31.81171036,34.53488922,34.58248138,39.16788101,42.26197815,47.15076065,49.01712036,52.7618103,52.9528389,55.15832901,58.21964,61.27467,69.69433,73.02694,76.08023,78.10018,79.6461,81.74791,82.77785,82.38143,84.24968,87.28553,89.20853,91.14469,92.76374,,91.50917,,
"Gambia, The",GMB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,24.69420052,24.3254509,26.0555191,26.74581909,27.87805939,29.58987045,30.79606056,33.37451172,37.56251907,42.19464111,51.46638107,56.11671829,59.80263138,63.7853508,65.99260712,66.27432251,64.38126373,61.78408813,57.85398102,58.64825821,60.52597046,60.82128143,62.41545105,64.64228821,66.20693207,69.38745117,70.61517334,71.26094818,81.79470062,80.24207,80.29879,77.59647,80.64458,81.51904,79.64805,78.75121,81.15558,80.29095,79.72771,79.78491,77.9264,81.20061,82.98383,86.74099,90.04513,92.02221,95.23711,98.01438
Guinea-Bissau,GNB,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,27.72915077,32.04457855,39.55913162,46.2228508,69.75762177,74.88317871,,74.78546143,71.87322235,67.50948334,64.29212189,62.67584991,60.18584061,58.51699829,57.47227097,,54.51147842,51.90864944,52.13666153,,,47.45362091,45.79793167,51.02436829,55.06248856,57.5503006,62.34809875,65.60730743,,75.61674,89.84949,,,108.72243,116.30622,122.44381,,,,118.6852,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,87.22293854,,,104.4871063,,,,,,,155.3735962,153.188324,163.9334412,177.5815277,,,,,,,,,112.6977692,114.8212128,,,,,108.0449829,103.11262,107.20169,104.05798,94.71421,,90.01092,,,72.16177,70.1953,69.38205,67.9409,69.14431,,,61.77515,,,
Greece,GRC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,101.2341766,102.0151978,102.7921295,103.8995895,103.536087,103.0582809,102.1577988,101.0152664,99.85385895,98.05267334,99.44526672,99.4407196,99.83255768,99.63764954,99.19199371,98.06278992,95.16239929,95.79482269,95.18280029,94.67404175,94.28900909,92.48538208,90.46405792,90.26921844,92.44613647,92.20223236,92.64602661,95.13059235,96.72457123,97.60522,96.32825,97.38613,97.95395,98.68874,97.83578,97.67706,96.7938,,,98.51425,98.29024,99.16412,98.9243,97.87486,99.5263,99.27773,99.55348,
Grenada,GRD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,124.1564102,127.0088196,129.7156982,136.2311096,115.6449814,119.651123,120.9348068,120.3558273,117.5811996,113.5784531,107.8455887,106.0374222,105.8915024,103.5941391,103.9721527,101.4663467,112.0656281,114.6531677,,117.179863,116.5832977,121.8837433,123.6101074,121.526619,119.7539291,110.472847,122.3586807,119.1255112,110.6522903,93.76376,97.8859,112.30451,111.86898,110.1525,103.21219,,103.92765,108.65445,115.57764,116.5288,,,119.3914,118.5854,118.5522,112.4979,111.4477,
Greenland,GRL,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,54.62659836,56.0754509,57.26935959,57.3571701,58.82883835,59.86893845,59.43917084,61.43410873,63.06933975,64.48860931,66.58611298,70.42308807,66.23526001,70.4179306,71.93965912,72.45855713,72.09387207,73.88601685,75.20308685,,72.57926178,76.06970978,80.01394653,81.80330658,81.73117065,84.07853699,85.5375824,86.2889328,92.44043732,97.82714081,99.79491,100.39684,103.11707,,108.68226,109.85279,111.03078,111.38103,111.98241,115.76101,115.4871,113.6299,108.8771,106.0162,102.5807,101.5127,100.8123,101.1949,101.9026
Guam,GUM,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,98.74378967,99.81513977,101.3986816,102.1478271,,98.46600342,103.5911713,100.3180695,99.04498291,95.68779755,96.23396301,97.50248718,97.10315704,96.42907715,95.9228363,96.56181335,98.97840118,103.2041016,107.5905533,,96.73171997,93.38134003,91.79810333,92.15310669,94.27700806,95.84963226,100.5361862,,106.3740921,105.53402,102.24526,,97.4295,,100.88132,,97.94065,98.86011,95.18861,96.49476,98.99661,97.81164,,,,,,
High income,HIC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,98.85458374,99.75177765,99.68904877,99.89144897,99.40329742,99.46128845,99.80853271,99.66560364,99.59552765,99.35344696,101.4153137,100.9657364,101.2065277,100.4813766,99.98403931,100.1048965,100.7557297,101.3362427,101.7428436,102.1296921,102.3807678,101.8410263,101.2391968,101.139801,101.0572433,101.29953,101.3593903,100.4607086,101.5031815,101.2466125,100.7923965,100.7635422,100.1842575,100.611351,101.1070709,101.6234283,101.9986496,102.5973282,102.8361282,102.5113983,101.9172,101.553,101.6898,102.169,101.884,102.122,101.983,101.5576,102.2399
"Hong Kong SAR, China",HKG,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,118.9191818,119.2121735,119.0570908,119.8276062,121.1185684,121.9533081,121.5993881,118.7003784,115.2992935,112.2059021,110.5721588,108.7789001,108.1032562,107.652977,106.4006729,105.78125,106.4283981,107.8009567,108.5983734,108.9493637,107.3526382,105.3012085,102.3160706,99.28096771,98.61358643,98.47628021,,97.94757843,,,,,,,,,,,,,,103.9207,106.4942,109.313,110.2268,108.1417,107.7623,108.6177
Honduras,HND,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,82.99556732,83.02227783,84.45240021,83.41013336,84.84243774,85.43118286,86.5663681,85.44268036,88.06375885,93.71356201,95.36947632,94.78289795,100.8298569,102.3837891,103.8333282,104.4590302,107.0302963,,107.1667709,,104.535347,104.1302719,107.3753128,108.3267136,107.9158325,105.7409592,106.2002869,106.3789215,105.5034485,104.6323624,103.7631,,,108.74321,106.26722,101.74923,104.69009,99.84382,100.92705,99.79481,100.659,99.6457,96.52675,93.85205,91.94349,92.77764,92.58469,91.53496,
Heavily indebted poor countries (HIPC),HPC,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,49.20495987,49.54742813,49.83382034,50.92853165,51.95069122,54.1004982,56.90560913,59.52445984,61.6906395,63.52693939,65.7922821,67.46360016,66.6864624,66.7501297,66.4769516,65.38742828,65.15326691,63.9367485,63.90563965,62.4793396,60.94525909,62.65459061,61.32659149,61.44800949,62.50020981,65.06854248,65.41252899,69.95044708,70.80316162,70.45648193,72.95144653,76.32968903,81.80007935,85.25112152,88.27613831,90.9993515,93.56446075,95.86882782,99.55513763,99.33019257,99.34995,99.3896,100.6565,100.8958,101.608,100.9227,100.9909,101.0062,100.8738
Croatia,HRV,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.24066925,83.92775726,84.81249237,86.37071991,87.28327179,91.1309967,93.12094116,95.04631,97.08648,99.781,101.75686,,103.34599,100.70325,97.72112,93.84366,91.78289,91.94395,93.53773,96.37912,99.68901,100.996,100.5792,98.20057,,
Haiti,HTI,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,50.72734833,53.01393127,54.61325836,56.34968185,58.05109024,62.04576874,63.21228027,63.30989838,63.89406967,69.37010956,76.01496124,76.61818695,82.23103333,86.4553299,87.38578033,89.59082794,75.47512054,,,,,74.89466095,78.54443359,84.4955368,91.75192261,100.3337479,109.6623611,113.5715103,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,,98.18652344,101.2811508,104.4693832,106.2645035,106.8358383,105.2993927,104.4174271,101.9741211,98.6371994,97.63356018,99.34256744,105.1998367,108.4840317,109.1913223,105.5560303,97.97380829,91.61322021,85.44685364,83.69129181,85.23039246,89.35340118,95.05214691,100.135582,105.6215134,104.8579102,102.1148224,100.5711365,100.6441422,100.7474518,101.11991,100.20521,99.01557,98.11929,97.50033,98.16444,99.58309,99.00732,100.64125,101.07377,100.8563,100.0155,99.69793,99.98496,101.8569,102.3251,101.8788,100.8055,
IBRD only,IBD,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,95.48680115,95.67469025,96.66780853,100.203537,101.5083618,102.9585495,103.4046478,102.8485336,100.5971375,100.7786407,101.7950363,102.7506027,103.0356293,103.2951889,104.2727127,105.4738464,108.158287,107.3752136,108.1633072,108.754837,108.4238205,107.1751938,106.2714996,105.9705276,105.6592789,105.5048599,104.6347885,102.8806076,103.6008301,103.9865494,104.6666412,105.6292267,105.2220917,106.6824417,106.3486023,105.9999771,105.6414795,106.5164337,106.881897,106.4707031,106.0873,106.0862,106.8182,106.6096,104.5459,104.6162,106.8134,106.4264,106.6889
IDA & IBRD total,IBT,"School enrollment, primary (% gross)",SE.PRM.ENRR,,,,,,,,,,,86.69061279,86.87979126,88.13896179,91.48126221,92.85222626,94.41832733,95.1162796,95.15911102,93.75668335,94.48049164,95.66513824,96.87167358,97.38189697,97.64099121,98.15827179,98.59358215,100.0851669,99.06791687,99.66329956,99.81243896,99.32621765,98.67836761,98.02919006,97.95484924,97.85565948,97.90155792,97.03681183,96.4677887,97.21388245,97.51914215,98.5134964,99.40818024,99.79460907,101.4789124,101.9807968,102.2659073,102.3233185,103.1223907,103.4991837,103.403862,103.3058,103.7299,104.489,104.256,102.9019,102.5708,104.1757,103.8803,104.1109
